DOY_365,Tmin_C,Tmax_C,Tavg_C,PRCP_mm
164.0,19.945454545454545,30.236363636363638,24.75,3.7
165.0,20.599999999999998,29.854545454545452,25.295454545454547,5.5181818181818185
166.0,19.436363636363637,28.836363636363636,24.018181818181816,0.9454545454545454
167.0,19.79090909090909,29.154545454545453,24.186363636363637,4.5
168.0,20.545454545454547,29.818181818181817,24.877272727272725,4.736363636363636
169.0,20.936363636363637,30.936363636363637,25.622727272727275,8.0
170.0,21.063636363636363,31.427272727272726,25.88181818181818,5.863636363636363
171.0,20.963636363636365,30.754545454545454,25.768181818181816,7.0636363636363635
172.0,21.463636363636365,30.854545454545452,25.59090909090909,3.4181818181818184
173.0,21.063636363636363,29.936363636363637,25.604545454545452,6.072727272727274
174.0,20.854545454545455,30.172727272727272,25.395454545454548,4.5181818181818185
175.0,21.663636363636364,30.963636363636365,26.30909090909091,0.49090909090909085
176.0,21.463636363636365,31.163636363636364,26.227272727272727,1.5454545454545454
